식당명,주소1,주소2,위도,경도,행정동,,
복닥찜닭,대구 수성구 달구벌대로 3304-1 201동 2층,(지번) 신매동 46,35.8352548,128.71581,고산1동,,
진갈매기 신매점,대구 수성구 신매로19길 30,(지번) 신매동 567-19,35.83916572,128.7081756,고산1동,,
부엉이생고기,대구 수성구 달구벌대로645길 11,(지번) 신매동 273,35.84024143,128.709789,고산3동,,
태양축산,대구 수성구 신매로 60,(지번) 신매동 586-4,35.83467887,128.7082156,고산1동,,
대황오리촌,대구 수성구 달구벌대로576길 50-31,(지번) 연호동 348-4,35.83892738,128.6709452,고산2동,,
황장군 시지점,대구 수성구 유니버시아드로 346,(지번) 욱수동 130-3,35.82841597,128.707787,고산1동,,
굴다리식육식당,대구 수성구 욱수길 24,(지번) 욱수동 114-1,35.82743827,128.7055646,고산1동,,
청라정,대구 수성구 유니버시아드로 330,(지번) 욱수동 118-1,35.82913198,128.7065143,고산1동,,
여포참숯갈비,대구 수성구 욱수길 8,(지번) 욱수동 116-1,35.82883458,128.7057164,고산1동,,
봉암식당,대구 수성구 욱수길 114,(지번) 욱수동 470-3,35.81926277,128.7058095,고산1동,,
팔팔옻닭,대구 수성구 욱수길 114,(지번) 욱수동 472,35.81926277,128.7058095,고산1동,,
고집센그집갈비탕 시지경산점,대구 수성구 유니버시아드로 330,(지번) 욱수동 118-1,35.82913198,128.7065143,고산1동,,
대나무집,대구 수성구 욱수길 297,(지번) 욱수동 511,35.80541717,128.7021564,고산1동,,
제주통돈 시지직영점,대구 수성구 달구벌대로650길 57,(지번) 욱수동 263-3,35.83349457,128.7091875,고산1동,,
성암옷닭,대구 수성구 욱수길 227,(지번) 욱수동 산 185-5,35.80963168,128.7078363,고산1동,,
못뚝,대구 수성구 욱수길 232,(지번) 욱수동 산 139,35.81021145,128.7063339,고산1동,,
버드나무,대구 수성구 욱수길 32,(지번) 욱수동 산 53-2,35.82663481,128.7043585,고산1동,,
날마다좋은집,대구 수성구 달구벌대로 2819,(지번) 이천동 54-1,35.84944109,128.6683665,고산2동,,
따오기식당,대구 수성구 달구벌대로 2761-11,(지번) 이천동 30-3,35.85340337,128.6621591,고산2동,,
살맛나는집,대구 수성구 희망로 137-1,(지번) 중동 47-4,35.84729306,128.6138914,중동,,
백금돈,대구 수성구 들안로 133 1층,(지번) 중동 140-11,35.84177279,128.6165087,중동,,
석경 수성점,대구 수성구 들안로 217,(지번) 중동 17-1,35.84934323,128.6161924,중동,,
나는조선의소고기다 중동점,대구 수성구 들안로 149 1층,(지번) 중동 136-2,35.84321326,128.6164692,중동,,
김해뒷고기 2호점,대구 수성구 들안로 181 1층,(지번) 중동 77-1,35.84624859,128.6164421,중동,,
중동감나무집,대구 수성구 청수로9길 24,(지번) 중동 173-5,35.84166005,128.6137275,중동,,
대구참숯막창,대구 수성구 청수로 11,(지번) 중동 575-1,35.84126606,128.6094149,중동,,
내수족발보쌈,대구 수성구 수성로 188,(지번) 중동 176-3,35.84223976,128.6127273,중동,,
외양간참숯갈비 중동점,대구 수성구 청수로 7,(지번) 중동 568-10,35.84122935,128.6090273,중동,,
청주본가,대구 수성구 수성로 278,(지번) 중동 29-1,35.85024683,128.6135764,중동,,
대동삼계탕 본점,대구 수성구 들안로 163,(지번) 중동 133-8,35.84448255,128.6163999,중동,,
페라리막창,대구 수성구 청수로9길 29 1층,(지번) 중동 178-7,35.84184714,128.6134315,중동,,
한우반마리,대구 수성구 들안로 129,(지번) 중동 190-2,35.84133267,128.6161606,중동,,
참숯불뭉티기식당,대구 수성구 청수로 8,(지번) 중동 582-4,35.84080836,128.6088841,중동,,
금태생고기,대구 수성구 수성로41길 13,(지번) 중동 343-2,35.84443221,128.611649,중동,,
북성로우동불고기,대구 수성구 수성로 270,(지번) 중동 30-1,35.84960755,128.6134891,중동,,
일월산 중동점,대구 수성구 수성로 282,(지번) 중동 9-1,35.85059313,128.6135099,중동,,
돈꼬참숯구이,대구 수성구 청수로4길 11,(지번) 중동 594-2,35.84018183,128.6103212,중동,,
사또네석쇠갈비,대구 수성구 청수로 10-1,(지번) 중동 584-3,35.84069796,128.6091812,중동,,
안동갈비,대구 수성구 신천동로 160-1,(지번) 중동 551-130,35.83939882,128.6077916,중동,,
마왕족발 중동점,대구 수성구 수성로 214,(지번) 중동 100-2,35.84452922,128.6129748,중동,,
한우뭉티기,대구 수성구 수성로50길 55,(지번) 중동 43-15,35.84755146,128.6162141,중동,,
울할매찜닭,대구 수성구 청수로1길 68 107호,(지번) 중동 551-147,35.84443018,128.6092791,중동,,
호박넝쿨생고기,대구 수성구 들안로 131,(지번) 중동 190-8,35.84149868,128.616434,중동,,
대한갈비 들안길점,대구 수성구 들안로 181,(지번) 중동 77-1,35.84624859,128.6164421,중동,,
다우식당,대구 수성구 청수로 28,(지번) 중동 411-4,35.8405274,128.6110687,중동,,
삼겹돼지,대구 수성구 수성로35길 11,(지번) 중동 425-6,35.84147174,128.6114089,중동,,
뻐꾸기둥지,대구 수성구 수성로 212-2 1층,(지번) 중동 101-1,35.84415626,128.6129127,중동,,
오다가다,대구 수성구 청수로9길 34,(지번) 중동 170-1,35.84195957,128.6137086,중동,,
장충왕족발,대구 수성구 청수로3길 68,(지번) 중동 346-6,35.84407356,128.610822,중동,,
중동생막창 중동점,대구 수성구 수성로51길 5,(지번) 중동 304-1,35.8487255,128.6126111,중동,,
불이나닭,대구 수성구 수성로51길 59 1층,(지번) 중동 532-141,35.84891839,128.6097319,중동,,
고산정,대구 수성구 청수로9길 29,(지번) 중동 178-7,35.84184714,128.6134315,중동,,
맛있는고기,대구 수성구 청수로3길 9 1층,(지번) 중동 571,35.84155351,128.6101088,중동,,
육공방숯불,대구 수성구 들안로 203,(지번) 중동 43-6,35.84810429,128.6162229,중동,,
송담한우,대구 수성구 청수로3길 5,(지번) 중동 570-6,35.84137967,128.6100293,중동,,
허세수제갈비,대구 수성구 청수로3길 5,(지번) 중동 570-6,35.84137967,128.6100293,중동,,
박현지토종한우,대구 수성구 용학로30길 112,(지번) 지산동 1196-15,35.82089725,128.6309455,지산2동,,
인디언캠프,대구 수성구 청호로22길 36-5,(지번) 지산동 61,35.82921186,128.6451827,지산1동,,
두툼참숯초벌구이,대구 수성구 범안로3길 81,(지번) 지산동 1212-9,35.81998894,128.6366493,지산2동,,
송정한우,대구 수성구 동대구로14길 15-16,(지번) 지산동 955-2,35.83786255,128.6254919,지산1동,,
평생한우,대구 수성구 지범로31길 14 태화빌딩 1층,(지번) 지산동 1288-1,35.82267876,128.6397165,지산1동,,
명동돼지한마리,대구 수성구 동대구로12길 12,(지번) 지산동 1002-2,35.8351989,128.6247699,지산1동,,
명동갈비,대구 수성구 동대구로12길 12,(지번) 지산동 1002-2,35.8351989,128.6247699,지산1동,,
수상한돼지,대구 수성구 동대구로 96,(지번) 지산동 950-1,35.8387053,128.624646,지산1동,,
청양,대구 수성구 지범로23길 50,(지번) 지산동 1276-4,35.82258363,128.6384393,지산1동,,
자인한우촌,대구 수성구 동대구로 60,(지번) 지산동 998-4,35.83554458,128.6244362,지산1동,,
명륜진사갈비 대구지산역점,대구 수성구 지범로 59,(지번) 지산동 1160-74,35.82601384,128.629353,지산2동,,
느티나무골 본점,대구 수성구 청호로 104-7,(지번) 지산동 91-1,35.82682347,128.6451697,지산1동,,
해덕한우,대구 수성구 동대구로 78,(지번) 지산동 951-6,35.83716294,128.6246233,지산1동,,
미식가의구이 지산점,대구 수성구 지범로23길 38,(지번) 지산동 1276-2,35.8228771,128.6380191,지산1동,,
우야지막창 지산점,대구 수성구 지범로29길 7,(지번) 지산동 1277-14,35.82331308,128.6374165,지산1동,,
낙동생오리 수성못점,대구 수성구 용학로 151-1,(지번) 지산동 1182-10,35.82365603,128.6257305,지산2동,,
뚜버기 지산점,대구 수성구 지산로11길 9,(지번) 지산동 1262-15,35.8260683,128.6325105,지산1동,,
대구막창,대구 수성구 지범로 85-1 1층,(지번) 지산동 1258,35.82596969,128.6314445,지산1동,,
정가대박집 지산점,대구 수성구 용학로 293-11 1층,(지번) 지산동 1288-19,35.82219601,128.6390369,지산1동,,
박현지토종한우 1호점,대구 수성구 용학로30길 81 1층,(지번) 지산동 1193-20,35.82154549,128.6294808,지산2동,,
대장고깃집 본점,대구 수성구 지범로23길 35-3 1층,(지번) 지산동 1283-6,35.82327237,128.6380434,지산1동,,
대경생고기,대구 수성구 지범로 55,(지번) 지산동 1160-63,35.82611703,128.628501,지산2동,,
배신애석쇠불고기 지산점,대구 수성구 지범로23길 35-6,(지번) 지산동 445-1,35.82322762,128.6383447,지산1동,,
장군찜닭 두산점,대구 수성구 지범로31길 12 1층,(지번) 지산동 1288-4,35.82256755,128.6394006,지산1동,,
부산양곱창,대구 수성구 지산로9길 36,(지번) 지산동 1262-2,35.8261597,128.6316732,지산1동,,
김태주선산곱창 지산점,대구 수성구 용학로44길 33,(지번) 지산동 1204-16,35.8202422,128.6338718,지산2동,,
브라더황금냄비,대구 수성구 청수로38길 24,(지번) 지산동 967-8,35.83785487,128.6278496,지산1동,,
동궁찜닭 대구지산점,대구 수성구 지범로 167,(지번) 지산동 1276-5,35.82237318,128.6382831,지산1동,,
막창도둑,대구 수성구 지범로23길 39,(지번) 지산동 1285-1,35.82301608,128.6383149,지산1동,,
부엉이네숯불구이,대구 수성구 지산로11길 6 1층,(지번) 지산동 1265-4,35.8261237,128.6329767,지산1동,,
청목생고기,대구 수성구 동대구로20길 95 1층,(지번) 지산동 921-3,35.83839855,128.6295634,지산1동,,
고집센그집갈비탕 대구지산점,대구 수성구 용학로30길 107,(지번) 지산동 1194-6,35.82110565,128.6309016,지산2동,,
고기굽는푸줏간,대구 수성구 용학로 157 1층,(지번) 지산동 1182-7,35.82330076,128.6263399,지산2동,,
황금막창,대구 수성구 동대구로20길 65,(지번) 지산동 936-3,35.83831914,128.6279227,지산1동,,
참족 대구점,대구 수성구 청수로38길 9,(지번) 지산동 929,35.83829252,128.6281779,지산1동,,
아낌없이주는나무,대구 수성구 청호로22길 125,(지번) 지산동 26,35.83247642,128.6469913,지산1동,,
기봉이막창.뒷고기,대구 수성구 지범로29길 24-2,(지번) 지산동 1283-1,35.82355488,128.6381093,지산1동,,
왕가네 생막창숯불뒷고기,대구 수성구 지범로27길 12,(지번) 지산동 589-3,35.82541188,128.637321,지산1동,,
부산막창,대구 수성구 동대구로20길 65,(지번) 지산동 936-3,35.83831914,128.6279227,지산1동,,
왕산정육식당,대구 수성구 용학로 153,(지번) 지산동 1182-9,35.82340196,128.625873,지산2동,,
그물삼겹살 본점,대구 수성구 동대구로12길 42,(지번) 지산동 1004-2,35.8352002,128.6263253,지산1동,,
수성갈비,대구 수성구 동대구로6길 68 1층,(지번) 지산동 1070-1,35.83154207,128.6272463,지산1동,,
523족발 대구본점,대구 수성구 지산로9길 31 1층,(지번) 지산동 1258-3,35.82584824,128.6318341,지산1동,,
맛있는돈족발,대구 수성구 지범로23길 21 1층,(지번) 지산동 1282-4,35.82355547,128.6374507,지산1동,,
원조양푼돼지갈비찜,대구 수성구 동대구로14길 14,(지번) 지산동 996-6,35.83691992,128.6249749,지산1동,,
안동시장찜닭,대구 수성구 무학로33길 10,(지번) 지산동 761-9,35.83087026,128.6282442,지산1동,,
모모한우진갈비 지산점,대구 수성구 지범로31길 8,(지번) 지산동 1288-14,35.82241094,128.6391821,지산1동,,
김준호의대단한갈비 대구지산점,대구 수성구 용학로 238 1층,(지번) 지산동 1205,35.82032053,128.6344934,지산2동,,
담생고기,대구 수성구 지산로11길 4 1층,(지번) 지산동 1268-11,35.82602485,128.6332216,지산1동,,
푸줏간꽃돼지 지산점,대구 수성구 지범로23길 38,(지번) 지산동 1276-2,35.8228771,128.6380191,지산1동,,
육회나무,대구 수성구 지범로23길 35,(지번) 지산동 1283-7,35.82320878,128.6379612,지산1동,,
미정찜닭,대구 수성구 무학로31길 92 1층,(지번) 지산동 1011-6,35.83449777,128.6269702,지산1동,,
국대곱창,대구 수성구 지범로23길 47,(지번) 지산동 1285-4,35.82282729,128.6385389,지산1동,,
태영생막창 지산점,대구 수성구 용학로44길 19,(지번) 지산동 1204-10,35.82051026,128.6331517,지산2동,,
착한소한우식육식당,대구 수성구 용학로44길 58,(지번) 지산동 1207-14,35.81962137,128.6349739,지산2동,,
금대장한판구이&본래순대,대구 수성구 용학로 293-7,(지번) 지산동 1288-22,35.8219125,128.639401,지산1동,,
두찜 대구지산범물점,대구 수성구 지산로14길 83,(지번) 지산동 359-1,35.82660617,128.6383061,지산1동,,
곱창고 지산점,대구 수성구 지범로23길 50,(지번) 지산동 1276-4,35.82258363,128.6384393,지산1동,,
다인막창,대구 수성구 용학로31길 26,(지번) 지산동 1244-5,35.82420483,128.6270491,지산2동,,
도담찜닭 지산범물점,대구 수성구 지산로11길 16,(지번) 지산동 1263-7,35.82644881,128.6319566,지산1동,,
명가대박집,대구 수성구 지범로17길 16,(지번) 지산동 644-4,35.82659807,128.6310248,지산1동,,
정통왕족발,대구 수성구 청수로36길 38,(지번) 지산동 962-5,35.83759956,128.6269462,지산1동,,
큰바골 삼계탕,대구 수성구 동대구로20길 30,(지번) 지산동 958-7,35.83837833,128.6260472,지산1동,,
육즙가득한돈명가,대구 수성구 용학로 196,(지번) 지산동 1193-3,35.82170979,128.6297314,지산2동,,
꼬꾸첸철판닭갈비 지산점,대구 수성구 용학로 297-9,(지번) 지산동 1288-5,35.82244451,128.6395677,지산1동,,
명경한우,대구 수성구 청수로40길 30 1층,(지번) 지산동 974-7,35.83810677,128.6298878,지산1동,,
미와미생고기,대구 수성구 용학로44길 55 1층,(지번) 지산동 1205-17,35.81978888,128.6350475,지산2동,,
연남물갈비 대구지산점,대구 수성구 지범로29길 13,(지번) 지산동 1282-5,35.82347055,128.637592,지산1동,,
N분의1 지산점,대구 수성구 청수로36길 25,(지번) 지산동 964-1,35.83814475,128.6272926,지산1동,,
강대박,대구 수성구 지범로29길 24-16,(지번) 지산동 444-4,35.82347607,128.6386019,지산1동,,
돈돈 대구연탄마을 지산점,대구 수성구 지범로29길 14 1층,(지번) 지산동 1283-8,35.82332312,128.6377842,지산1동,,
날마다행복한집삼계탕,대구 수성구 무학로31길 84,(지번) 지산동 1011-4,35.83425969,128.6269299,지산1동,,
농부식당 본점,대구 수성구 동대구로 62,(지번) 지산동 998-3,35.83583234,128.6243148,지산1동,,
정막창,대구 수성구 범안로3길 87,(지번) 지산동 1212,35.82010682,128.6364563,지산2동,,
소걸음,대구 수성구 용학로 157 1층,(지번) 지산동 1182-7,35.82330076,128.6263399,지산2동,,
돼지저금통,대구 수성구 동대구로 96,(지번) 지산동 950-1,35.83869055,128.6246501,지산1동,,
연해,대구 수성구 청수로 198,(지번) 지산동 912,35.83884084,128.629689,지산1동,,
남산백년한우,대구 수성구 용학로 248 1층,(지번) 지산동 1211,35.82014982,128.6356079,지산2동,,
최영득선산곱창 지산점,대구 수성구 지범로23길 21,(지번) 지산동 1282-4,35.82355547,128.6374507,지산1동,,
옥천한우명가,대구 수성구 동대구로 34,(지번) 지산동 1051-1,35.83329697,128.6240543,지산1동,,
88왕소금 본관,대구 수성구 지범로23길 20,(지번) 지산동 1277-9,35.82352425,128.6371367,지산1동,,
청춘국물닭발 황금점,대구 수성구 동대구로6길 48,(지번) 지산동 1065-29,35.83204907,128.6264994,지산1동,,
돈명가김가박가,대구 수성구 용학로 196,(지번) 지산동 1193-3,35.82170979,128.6297314,지산2동,,
윤가네특별한마늘족발,대구 수성구 지범로 49,(지번) 지산동 1160-34,35.82627269,128.6275742,지산2동,,
도담찜닭,대구 수성구 청수로40길 62,(지번) 지산동 976-1,35.83665761,128.6297441,지산1동,,
22번지고깃집,대구 수성구 용학로 293-7 1층,(지번) 지산동 1288-22,35.8219125,128.639401,지산1동,,
토담,대구 수성구 용학로 163,(지번) 지산동 1241-8,35.82308626,128.6268871,지산2동,,
신성식육식당,대구 수성구 용학로 157 1층,(지번) 지산동 1182-7,35.82330076,128.6263399,지산2동,,
삼내꾸,대구 수성구 무학로 189 녹원맨션상가 2동 2호,(지번) 지산동 761,35.83094087,128.6305529,지산1동,,
곱도리탕전문점대가 지산점,대구 수성구 무학로31길 13,(지번) 지산동 1065,35.83112603,128.6264123,지산1동,,
산골소녀영심이,대구 수성구 지산로3길 95,(지번) 지산동 1244,35.82468061,128.6272767,지산2동,,
정원한우갈비 지산점,대구 수성구 지범로31길 14,(지번) 지산동 1288-1,35.82267876,128.6397165,지산1동,,
지산생고기,대구 수성구 지산로9길 12,(지번) 지산동 1261-5,35.82551112,128.6327102,지산1동,,
서울왕족발보쌈 반고개무침회,대구 수성구 지산로9길 10-9 1층,(지번) 지산동 1261-8,35.82582204,128.632854,지산1동,,
두툼이돈뽈살,대구 수성구 지범로 83-1,(지번) 지산동 633-1,35.82596,128.6312089,지산1동,,
도야족발 지산점,대구 수성구 지범로29길 24,(지번) 지산동 1283,35.82360692,128.6380065,지산1동,,
화랑생고기,대구 수성구 지범로31길 33-7,(지번) 지산동 1289-2,35.82367896,128.6406527,지산1동,,
늘품,대구 수성구 지범로 183,(지번) 지산동 1288-30,35.8215522,128.6396605,지산1동,,
그집생고기,대구 수성구 동대구로12길 71,(지번) 지산동 983-6,35.8353309,128.6279202,지산1동,,
무학뒷고기전문점,대구 수성구 지범로31길 12,(지번) 지산동 1288-4,35.82256755,128.6394006,지산1동,,
안동신찜닭,대구 수성구 지범로31길 33-10,(지번) 지산동 1290-8,35.82376111,128.6404109,지산1동,,
구들장생삼겹살한정식,대구 수성구 동대구로12안길 10,(지번) 지산동 994,35.83580893,128.625233,지산1동,,
봉숙이막창뒷고기,대구 수성구 지범로31길 11,(지번) 지산동 1285-15,35.82280768,128.6392304,지산1동,,
동인동찜갈비&불닭발불막창,대구 수성구 지범로 145,(지번) 지산동 1277-19,35.82357727,128.6364325,지산1동,,
보름달,대구 수성구 지산로9길 9,(지번) 지산동 1259-3,35.82521517,128.6327112,지산1동,,
삼겹본능 대구지산범물점,대구 수성구 용학로 297-9,(지번) 지산동 1288-5,35.82244451,128.6395677,지산1동,,
웅스찜닭,대구 수성구 지산로3길 77 1층,(지번) 지산동 1253-6,35.82432064,128.6283383,지산2동,,
기찬생고기전문점,대구 수성구 동대구로20길 95,(지번) 지산동 921-3,35.83839855,128.6295634,지산1동,,
닭발프린스,대구 수성구 지범로29길 19 1층,(지번) 지산동 1282-7,35.82365187,128.6377699,지산1동,,
장아저씨 행복한막창 지산점,대구 수성구 지범로23길 38,(지번) 지산동 1276-2,35.8228771,128.6380191,지산1동,,
고향닭개장옻닭,대구 수성구 지산로13길 14,(지번) 지산동 654-8,35.82731356,128.6322208,지산1동,,
돈토배기삼겹살,대구 수성구 지산로 59-1,(지번) 지산동 1268-18,35.82658482,128.6335066,지산1동,,
양돌이 신아나고곰장어닭발 본점,대구 수성구 동대구로 96,(지번) 지산동 950-1,35.83869055,128.6246501,지산1동,,
육회플러스,대구 수성구 지산로14안길 5 1층,(지번) 지산동 704,35.82753377,128.6350073,지산1동,,
차칸구구,대구 수성구 지범로 181,(지번) 지산동 1288-24,35.8216824,128.639311,지산1동,,
고기의유혹,대구 수성구 동대구로12길 100,(지번) 지산동 1015-5,35.83504711,128.6296165,지산1동,,
지지와이찜닭 지산점,대구 수성구 지범로27길 68,(지번) 지산동 437-2,35.82368566,128.6390918,지산1동,,
먹진남(먹는것에 진심인 남자),대구 수성구 지범로 181,(지번) 지산동 1288,35.8216824,128.639311,지산1동,,
숯불석쇠화로구이,대구 수성구 지산로3길 79,(지번) 지산동 1253-5,35.82434941,128.6282173,지산2동,,
호동이숯불촌 지산점,대구 수성구 용학로34길 6,(지번) 지산동 1187-9,35.82227259,128.6272819,지산2동,,
절구식당,대구 수성구 청수로36길 15,(지번) 지산동 936-2,35.83834425,128.6274597,지산1동,,
송화찜닭 지산점,대구 수성구 동대구로12길 71,(지번) 지산동 983-6,35.8353309,128.6279202,지산1동,,
고기집,대구 수성구 청수로36길 25,(지번) 지산동 964-1,35.83814475,128.6272926,지산1동,,
전과생고기,대구 수성구 동대구로14길 99,(지번) 지산동 975-6,35.83685037,128.6297907,지산1동,,
하양농장고기마트,대구 수성구 용학로 204,(지번) 지산동 1194-1,35.82150757,128.630748,지산2동,,
지산고기 백화점,대구 수성구 용학로 222,(지번) 지산동 1199-4,35.82092348,128.6325049,지산2동,,
금두꺼비생고기,대구 수성구 동대구로20길 65,(지번) 지산동 936-3,35.83831914,128.6279227,지산1동,,
대성식당,대구 수성구 용학로42길 9 B동 10,(지번) 지산동 1199-10,35.82079684,128.631863,지산2동,,
뽀야막창,대구 수성구 파동로48길 5,(지번) 파동 50-1,35.82416563,128.6110435,파동,,
화판 본점,대구 수성구 파동로 79-1 1층,(지번) 파동 526-3,35.81107273,128.6179486,파동,,
돈모닝 파동직영점,대구 수성구 파동로 169 1층,(지번) 파동 23-119,35.81805034,128.6131336,파동,,
종로1번지&역전아재맥주,대구 수성구 파동로32길 120,(지번) 파동 73-4,35.82239219,128.6138762,파동,,
복자갈비,대구 수성구 파동로2길 21,(지번) 파동 581-53,35.80764365,128.6217956,파동,,
김과장또와대패삼겹 본점,대구 수성구 파동로 95,(지번) 파동 200-8,35.81217338,128.6171192,파동,,
금계정,대구 수성구 용학로 14,(지번) 파동 690,35.82565657,128.6113262,파동,,
소문난막창,대구 수성구 파동로 155,(지번) 파동 138-59,35.81680609,128.6137133,파동,,
참고기마당숯불갈비,대구 수성구 파동로 129-1,(지번) 파동 160-19,35.81488613,128.6150669,파동,,
박가뒷고기,대구 수성구 파동로 119,(지번) 파동 172-5,35.81415472,128.6156666,파동,,
별이막창,대구 수성구 파동로22길 8,(지번) 파동 206-4,35.81321437,128.6172005,파동,,
돈데기리,대구 수성구 파동로 19,(지번) 파동 486-1,35.80649292,128.6213653,파동,,
석거닭발,대구 수성구 파동로 99-1,(지번) 파동 199-24,35.81264115,128.6168994,파동,,
대복막창,대구 수성구 파동로2길 36,(지번) 파동 480-11,35.80870224,128.6207189,파동,,
지례숯불갈비,대구 수성구 파동로 173,(지번) 파동 23-92,35.81850829,128.6129464,파동,,
순안동한우,대구 수성구 파동로 147,(지번) 파동 148-18,35.8161606,128.6140757,파동,,
새나라참숯갈비,대구 수성구 고모로 120,(지번) 가천동 467-3,35.85236636,128.6849196,고산2동,,
